timestamp,consumption
2017-01-01T00:00:00.000,27423.036011033673
2017-01-01T01:00:00.000,27266.451701389058
2017-01-01T02:00:00.000,26236.349850565373
2017-01-01T03:00:00.000,25678.44526249671
2017-01-01T04:00:00.000,22359.737677717418
2017-01-01T05:00:00.000,22732.023768033603
2017-01-01T06:00:00.000,23248.430555842726
2017-01-01T07:00:00.000,24612.16381093879
2017-01-01T08:00:00.000,24883.433850021356
2017-01-01T09:00:00.000,29522.60453908324
2017-01-01T10:00:00.000,32571.442255992046
2017-01-01T11:00:00.000,33384.2932451024
2017-01-01T12:00:00.000,32799.23971932668
2017-01-01T13:00:00.000,36693.58717148534
2017-01-01T14:00:00.000,31722.659737583
2017-01-01T15:00:00.000,33277.49269911316
2017-01-01T16:00:00.000,34877.45747493374
2017-01-01T17:00:00.000,31445.407143603858
2017-01-01T18:00:00.000,36857.10903590601
2017-01-01T19:00:00.000,42118.668053249894
2017-01-01T20:00:00.000,40031.59245434602
2017-01-01T21:00:00.000,43557.10336960294
2017-01-01T22:00:00.000,36100.076282878406
2017-01-01T23:00:00.000,32571.689509335367
2017-01-02T00:00:00.000,30186.162916303925
2017-01-02T01:00:00.000,28140.199860907866
2017-01-02T02:00:00.000,26593.868844619872
2017-01-02T03:00:00.000,24124.70237379186
2017-01-02T04:00:00.000,21435.668536447643
2017-01-02T05:00:00.000,22921.527145989585
2017-01-02T06:00:00.000,20813.30954658041
2017-01-02T07:00:00.000,22534.595129615027
2017-01-02T08:00:00.000,25033.06023146213
2017-01-02T09:00:00.000,28033.43710998568
2017-01-02T10:00:00.000,30224.672492952177
2017-01-02T11:00:00.000,36057.81041519655
2017-01-02T12:00:00.000,33484.7818157656
2017-01-02T13:00:00.000,33268.54578248777
2017-01-02T14:00:00.000,33298.5918326857
2017-01-02T15:00:00.000,31427.53783508092
2017-01-02T16:00:00.000,33863.924543500165
2017-01-02T17:00:00.000,34812.98912472456
2017-01-02T18:00:00.000,36059.969705412484
2017-01-02T19:00:00.000,42861.111332750996
2017-01-02T20:00:00.000,42297.96769061519
2017-01-02T21:00:00.000,40718.227218462
2017-01-02T22:00:00.000,39771.19126556653
2017-01-02T23:00:00.000,32152.966239877314
2017-01-03T00:00:00.000,28897.016168086757
2017-01-03T01:00:00.000,24384.86925716623
2017-01-03T02:00:00.000,24477.80831926213
2017-01-03T03:00:00.000,25724.701425287596
2017-01-03T04:00:00.000,24316.778594851658
2017-01-03T05:00:00.000,23212.44631547367
2017-01-03T06:00:00.000,22859.31916198302
2017-01-03T07:00:00.000,24105.350642818175
2017-01-03T08:00:00.000,24494.18987013335
2017-01-03T09:00:00.000,30394.75369866474
2017-01-03T10:00:00.000,32141.93986666858
2017-01-03T11:00:00.000,33240.73737076982
2017-01-03T12:00:00.000,33729.705948893534
2017-01-03T13:00:00.000,32007.86468411823
2017-01-03T14:00:00.000,33594.184088100694
2017-01-03T15:00:00.000,33724.99249182862
2017-01-03T16:00:00.000,32534.19931570101
2017-01-03T17:00:00.000,33814.400163881655
2017-01-03T18:00:00.000,39288.96830679204
2017-01-03T19:00:00.000,38865.38661328223
2017-01-03T20:00:00.000,42498.70926735234
2017-01-03T21:00:00.000,40532.34040977213
2017-01-03T22:00:00.000,40060.89899944916
2017-01-03T23:00:00.000,33839.64871227423
2017-01-04T00:00:00.000,28419.62047785205
2017-01-04T01:00:00.000,27573.048304486998
2017-01-04T02:00:00.000,24655.849363872945
2017-01-04T03:00:00.000,24590.78603633737
2017-01-04T04:00:00.000,22562.979707717266
2017-01-04T05:00:00.000,21038.81582211731
2017-01-04T06:00:00.000,21912.99759071437
2017-01-04T07:00:00.000,22050.272138858953
2017-01-04T08:00:00.000,26511.674274948073
2017-01-04T09:00:00.000,29074.66850827613
2017-01-04T10:00:00.000,30330.1675632863
2017-01-04T11:00:00.000,34520.54034508566
2017-01-04T12:00:00.000,36878.25474075606
2017-01-04T13:00:00.000,33215.89455486105
2017-01-04T14:00:00.000,33889.83404903602
2017-01-04T15:00:00.000,33375.75151657744
2017-01-04T16:00:00.000,33050.776624523816
2017-01-04T17:00:00.000,32630.518575005255
2017-01-04T18:00:00.000,38435.36663299375
2017-01-04T19:00:00.000,38898.37593053915
2017-01-04T20:00:00.000,41905.30552293322
2017-01-04T21:00:00.000,40320.38086027259
2017-01-04T22:00:00.000,36195.13477543701
2017-01-04T23:00:00.000,32575.976982783195
2017-01-05T00:00:00.000,30811.18487638269
2017-01-05T01:00:00.000,26613.475455818818
2017-01-05T02:00:00.000,26590.60700450013
2017-01-05T03:00:00.000,26322.900189324126
2017-01-05T04:00:00.000,24814.799198429464
2017-01-05T05:00:00.000,25071.53547517132
2017-01-05T06:00:00.000,22925.94696740952
2017-01-05T07:00:00.000,25091.999575003145
2017-01-05T08:00:00.000,24163.62725337787
2017-01-05T09:00:00.000,31369.9616869951
2017-01-05T10:00:00.000,35274.59408893357
